Year,Station,Season,anchovy.y,bluecrab.y,bluefish.y,butter.y,calico.y,clearnosesk.y,cunner.y,dog.y,fluke.y,herring.y,hog.y,horse.y,jack.y,king.y,littlesk.y,lizard.y,mantis.y,menhaden.y,naked.y,pipe.y,puffer.y,robin.y,sand.y,scad.y,scup.y,seabass.y,seagoby.y,silverside.y,smallfl.y,spider.y,spot.y,spothake.y,squid.y,strrobin.y,tautog.y,toad.y,tomcod.y,weak.y,window.y,winterfl.y,wintersk.y,Grand.Total
2010,50,summer,10,1,NA,128,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,35,1,NA,NA,NA,NA,NA,NA,NA,186
2010,54,summer,371,9,1,30,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,23,NA,NA,NA,448
2010,60,summer,NA,19,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2010,61,summer,3,3,2,NA,47,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,66
2010,70,summer,132,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,127,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,409,NA,NA,NA,744
2010,15,summer,264,NA,NA,41,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,2,NA,378
2010,17,summer,596,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,615
2010,24,summer,900,1,2,38,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,17,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,49,NA,NA,NA,1046
2010,25,summer,1,2,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23
2010,31,summer,8,4,1,77,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,46,NA,NA,NA,2,2,NA,NA,10,NA,NA,NA,NA,2,NA,1,NA,157
2010,41,summer,45,3,NA,NA,120,NA,NA,NA,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,2,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,218
2010,44,summer,454,33,NA,100,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,13,NA,NA,NA,631
2010,47,summer,17,8,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,75
2010,49,summer,105,1,NA,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136
2010,53,summer,4904,9,NA,144,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,57,NA,NA,NA,5126
2010,60,summer,NA,14,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
2010,65,summer,379,30,NA,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,33,NA,NA,NA,490
2010,69,summer,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,2,NA,NA,20
2010,71,summer,125,3,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,165
2010,15,summer,33,3,NA,10,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,84
2010,16,summer,1566,68,1,21,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,130,19,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,249,NA,NA,NA,2071
2010,21,summer,32,1,NA,1,58,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,54,NA,NA,NA,1,2,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,166
2010,22,summer,1465,5,NA,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,1,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,2,NA,NA,NA,1521
2010,28,summer,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,68
2010,32,summer,488,5,1,84,30,NA,2,3,NA,NA,1,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1,NA,44,NA,1,NA,683
2010,45,summer,894,8,1,185,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,14,NA,NA,NA,1148
2010,50,summer,454,9,NA,60,2,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,12,1,NA,1,NA,NA,NA,NA,NA,562
2010,51,summer,548,3,1,NA,38,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,596
2010,58,summer,139,11,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,18,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,317
2010,61,summer,NA,6,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA,NA,4,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,104
2010,67,summer,1466,9,NA,33,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,18,NA,NA,NA,1539
2010,69,summer,2,7,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,19
2010,74,summer,1216,19,2,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,15,NA,NA,NA,1289
2010,14,summer,NA,2,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,2,1,NA,NA,NA,31,NA,NA,NA,NA,1,NA,NA,4,NA,NA,1,NA,4,NA,NA,NA,57
2010,15,summer,1,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,6,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,8,NA,1,NA,72
2010,24,summer,98,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,19,NA,NA,NA,150
2010,28,summer,425,22,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,473
2010,35,summer,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,9
2010,39,summer,578,8,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,NA,4,NA,2,NA,611
2010,40,summer,99,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,37,NA,NA,NA,169
2010,43,summer,457,10,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,1,NA,491
2010,50,summer,1,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,34
2010,53,summer,1109,23,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,29,NA,NA,NA,1202
2010,57,summer,NA,9,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,4,NA,NA,NA,1,2,NA,NA,13,2,NA,NA,NA,NA,NA,NA,NA,116
2010,63,summer,218,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,240
2010,65,summer,129,7,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,60,NA,NA,NA,218
2010,66,summer,495,12,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,43,NA,NA,NA,572
2010,14,fall,65,7,NA,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,6,NA,3,NA,154
2010,17,fall,116,29,1,6,16,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,1,NA,1,NA,2,1,NA,1,NA,2,NA,NA,NA,297
2010,19,fall,422,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,3,NA,NA,NA,48,NA,NA,NA,4,NA,NA,NA,7,1,NA,1,NA,1,NA,NA,NA,496
2010,26,fall,139,21,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,5,NA,1,NA,2,NA,NA,NA,203
2010,32,fall,59,5,NA,1,104,NA,NA,NA,NA,NA,1,NA,NA,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,64,NA,NA,NA,1,NA,NA,NA,4,1,3,1,NA,NA,NA,1,NA,250
2010,36,fall,1,12,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,1,NA,NA,19,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,48
2010,38,fall,51,17,NA,12,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,13,NA,NA,NA,157
2010,43,fall,819,19,2,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,852
2010,49,fall,247,7,NA,2,25,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,68,NA,NA,NA,398
2010,51,fall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
2010,55,fall,1208,21,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,40,NA,NA,NA,1311
2010,61,fall,27,21,2,2,5,NA,NA,NA,2,NA,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,75
2010,67,fall,181,15,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,385
2010,72,fall,674,18,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707
2010,42,fall,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9
2010,60,fall,NA,6,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,22
2010,62,fall,842,15,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,891
2010,72,fall,2822,18,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,4,NA,NA,NA,2872
2010,12,fall,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,20,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
2010,14,fall,256,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,20,NA,2,NA,306
2010,23,fall,318,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,379
2010,26,fall,231,17,NA,NA,19,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,10,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,286
2010,36,fall,NA,2,NA,NA,9,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
2010,41,fall,876,1,NA,1,62,NA,NA,NA,NA,NA,2,NA,NA,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,NA,1071
2010,42,fall,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
2010,54,fall,1722,16,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,34,NA,NA,NA,1786
2010,58,fall,NA,29,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
2010,65,fall,176,19,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,29,NA,NA,NA,236
2010,69,fall,NA,14,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,4,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
2010,70,fall,697,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,1,6,NA,NA,NA,1,NA,NA,NA,796
2010,73,fall,932,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,15,NA,NA,NA,974
2010,75,fall,133,15,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234
2010,12,fall,NA,NA,NA,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,18
2010,24,fall,2067,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,92,NA,NA,NA,2178
2010,30,fall,108,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,7,NA,NA,NA,139
2010,34,fall,NA,9,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
2010,39,fall,43,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,12,NA,1,NA,72
2010,44,fall,677,14,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,47,NA,NA,NA,751
2010,47,fall,NA,3,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,40
2010,50,fall,389,1,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,5,NA,1,2,NA,NA,NA,NA,2,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,2,NA,484
2010,54,fall,1118,21,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,54,NA,NA,NA,1219
2010,58,fall,NA,4,NA,NA,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,7,NA,NA,NA,NA,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,52
2010,61,fall,1303,2,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1337
2010,67,fall,33,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,24,NA,NA,NA,81
2010,71,fall,358,3,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,381
2010,72,fall,1691,11,NA,3,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,1730
2010,11,fall,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,12
2010,13,fall,235,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,33,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,293
2010,14,fall,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,1,NA,NA,14,NA,NA,NA,NA,1,NA,NA,5,1,NA,NA,NA,14,NA,NA,NA,49
2010,17,fall,163,3,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,1,NA,NA,15,NA,NA,NA,NA,1,NA,3,NA,367
2010,21,fall,22,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,160
2010,40,fall,35,2,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,15,NA,NA,NA,85
2010,49,fall,41,3,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,95
2010,51,fall,352,1,NA,3,23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,394
2010,62,fall,1992,3,NA,7,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,2019
2010,23,fall,1414,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,17,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,11,NA,NA,NA,1455
2010,24,fall,1350,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,1379
2010,29,fall,1380,NA,NA,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,2,NA,NA,NA,13,1,NA,NA,NA,2,NA,NA,NA,1449
2010,40,fall,1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,10,NA,NA,NA,1535
2010,68,fall,66,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,12,NA,NA,NA,NA,NA,NA,2,NA,106
2010,11,fall,1,1,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
2010,19,fall,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,50
2010,28,fall,NA,3,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
